(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 0, 1, 1, 1, 0))	-1416373.654957504
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 0, 1, 1, 1, 0))	-1159919.2205498933
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 0, 1, 1, 1, 1))	-1668190.9433991318
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 0, 1, 1, 1, 1))	-1626626.1671959837
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 1, 0, 0, 0, 0))	-6974.613950767634
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 1, 0, 0, 0, 0))	-4299.023932313758
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 1, 0, 0, 0, 1))	-15282.334728321703
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 1, 0, 0, 0, 1))	-10874.959426554671
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 1, 0, 0, 1, 0))	-5415.707225391932
(('x1', -2.0), (-2.0, -2.0, -2.0, -2.0), (1, 1, 0, 0, 1, 0))	-3328.668074488832
