Benchmark	IPC	MPKI	TLB
500	1.4796950529480288	0.771626457889186	0.28711726358870265
500	1.4880232509535247	0.19123640048013166	0.13070211654979366
500	1.0557675539180442	2.1314065687415185	0.5831144933412409
502	0.7423652444827155	3.8278003238676024	1.6909300193987575
502	0.730450731336694	4.398505493035861	1.9248182328232055
502	0.8269557075040813	4.538483387752875	1.9017009252246369
502	0.6809217686081385	9.520842053460006	1.6614888901838119
502	0.6908779540275313	7.53618853322614	1.859302820819258
503	1.6319153234249024	6.317656181335684	0.17143458901176004
503	1.5069078259235407	7.528333188028802	0.20227006072911935
503	1.5731792679398624	6.860920795770663	0.18276169296533679
503	1.6110582642282463	6.755902109471733	0.17491971035616613
505	0.5718641807913251	17.729259450513872	4.905217462931853
507	0.9546676753046083	5.435905410760928	0.2778490750381835
508	2.121772686552904	0.14973957517376865	0.011097141612597377
510	1.8221605586730303	2.56566543078854	0.3319921175775165
519	0.8314887527651692	7.20650189316364	0.37451636453053927
520	0.364427797253581	13.986701991326719	9.704868486985811
521	1.0390985546666274	2.121850836958744	0.11445534259818632
523	0.6419089475196053	4.072239130649672	10.043458588701055
525	2.461592940105876	0.43792653226176165	0.03933347813723846
525	2.619313348736455	0.25168480912550917	0.0866742466474575
525	2.634067529909951	0.20896097980558026	0.07791134160348456
526	1.146175644767486	1.7742151388476055	0.9364095655636088
527	1.1023013947748412	2.5318450266032158	0.33854537731188916
531	1.3104041939084898	0.7186064389302692	0.20762115278527773
538	2.4919354746584212	0.10409479425302588	0.01720233736038499
541	1.0595273288284004	0.37033856412515176	0.057986881889991765
544	1.1951713415996799	0.11168397343373962	0.012038223876286972
548	1.8358684802676664	0.02486692270690727	0.05040241067185975
549	1.0273925895993852	17.168839221243868	1.179277693154566
554	1.4117361019637082	6.348605302310042	0.5585530825154393
557	0.5691087640439133	6.75286219797618	5.041747480843506
557	1.4644521585544938	1.0737416990559214	0.9285947596248922
557	0.9326235565909189	2.749395221604276	1.8257411371037413
