Benchmark	Conf1	Conf2	Conf3
600.perlbench_s	250.137559168	639.891	509.08
Benchmark	Conf1	Conf2	Conf3
600.perlbench_s	1	2.558156408531314	2.035200158238077
Overall Slowdown	1.0	2.558156408531314	2.035200158238077
