Benchmark	IPC	MPKI	TLB
600	1.46378507033374	0.7669610759771224	0.29505914257625365
600	1.479446541619435	0.1883152590962119	0.24884088562981255
600	1.0308781115981136	2.178707477260034	0.5627883611666943
602	0.7383594160254643	16.50465911848162	1.5185711354946028
602	0.7490850207439306	3.0718547585367406	1.9477420598072093
602	0.7469212567793754	3.5016676164357317	1.9519980057465574
603	0.8355448714404594	2.7871025024632	0.08780246505984701
603	0.8667198141373321	2.6017648139615175	0.08161887901353684
605	0.46531107463251487	22.042454453483664	10.929157294355774
607	0.4307504581137783	5.728122229467174	9.911649682258732
619	0.10681698816831502	24.819651826414773	0.8019016792706767
620	0.36831135568678053	13.698436499537086	8.917060776613724
621	0.3942222803155123	0.7894727089583023	0.08426376559696817
623	0.6399042410055342	4.122123852874168	10.180061585136949
625	2.4341968915180656	0.45242337899901786	0.03814383825444347
625	2.629332132307422	0.24891288353971644	0.08646557017879383
625	2.639252782794263	0.2063486465359016	0.07356526241824096
628	1.3912718957951766	2.1692453999181156	0.13651868293990535
631	1.268892135496103	1.241809118786359	0.22119309627092162
638	1.2909033776295358	0.12331606594350068	0.1117178109855447
641	1.0643214262233267	0.361798710587073	0.05532339717444454
644	0.7953867927760223	0.09430880888148627	0.05039631648742938
648	1.8908399283649227	0.025016336022273003	0.058827952007217896
649	0.21892474890052996	14.672650379423025	0.9432127351792108
654	0.30744226841988226	11.058406834305012	2.3966436263433293
657	0.6039674234298944	3.290854055037227	2.6928921756657895
657	0.2554205602907251	11.044635748167744	8.662081117856413
