Benchmark	IPC	MPKI	TLB
600	1.9065611999434733	0.013108304751727518	0.2561433230812597
600	1.5444377313096433	0.10053955724036227	0.1480109291946498
600	1.6462289868130802	0.6107007615240805	0.5211545254230673
602	1.1921238063742912	10.676433847157645	1.4347464281125486
602	1.1267952293345098	0.6045868181353156	1.7235298908329275
602	1.1637587449008588	0.7967519080556122	1.7466675862295622
603	0.8545880773549879	2.6706099754673476	0.09110752364655196
603	0.8863165451636374	2.5253519904622	0.08463664534601384
605	0.6333278966816396	16.03258724031481	11.015326179455206
607	0.4806012767419615	5.450910682430395	12.8097088834122
619	0.10509174376471375	25.246886240898792	0.8279124862562484
620	0.6603911309882932	7.606274394322096	7.811407203519542
621	0.6134383187022227	0.8357567802763393	0.1323718920778779
623	0.8794163372349266	0.6233244671632615	9.952902762011835
625	2.628424441380336	0.2565003209902277	0.04007286398864826
625	2.7474467412929315	0.10980759223355446	0.08526128237138847
625	2.749842477151483	0.0961240212902179	0.07541752402351988
628	1.5051815637595058	1.5799443387772758	0.1345089917650757
631	1.4981652807428327	1.041980349854065	0.21846322734987822
638	1.293776108341658	0.08226035677096172	0.1063037410439786
641	1.1916011171642358	0.0018564707666467396	0.05318782048327688
644	0.8141210607551775	0.050500946391083476	0.046143893057790944
648	1.9717841742890712	0.00019695583396506076	0.06788668896833018
649	0.21485438080765282	15.28536877414526	0.9985519229114446
654	0.31464525925151526	10.837223029551252	2.441866318046957
657	0.8008996277312317	2.4592236683486712	2.694422481972265
657	0.41667940668067915	9.605340063865759	8.05686997429505
