Benchmark	IPC	MPKI	TLB
500	1.8919101736265818	0.01205153733049393	0.25846825312183375
500	1.5487554126595398	0.09929278828470584	0.1478746687923098
500	1.648426465648057	0.5555683443383908	0.5533546936004471
502	1.148691071416464	1.0115647215837686	1.6160003127650535
502	1.1373991067457145	1.3956411636451898	1.8205575101958966
502	1.2119040690894094	1.8049048242580867	1.8665849490767565
502	0.9894287711940289	6.2064717464336585	1.5901979570426295
502	0.9326511504553074	4.552405712069274	1.816960025032944
503	1.7462089012226167	5.028364392149987	0.1708948381307124
503	1.6041359629951342	5.976576614544008	0.20247579243053132
503	1.6756137412680172	5.463344943569207	0.181944829339018
503	1.722337635907767	5.308126782309022	0.1742161456850498
505	0.7244263611477988	14.45168146119863	4.9156682922305235
507	1.2526130876393975	3.0301831964172745	0.2871226839641598
508	2.20897319013968	0.05164462121399348	0.011162615178184919
510	2.1763762252988235	0.24386252383087012	0.32823262055669555
519	1.341848837610076	3.3535731611629642	0.3670767714428546
520	0.6485019162960822	7.790494760082508	7.921848824644985
521	1.1189088568271393	0.7025973691057444	0.11377399223423593
523	0.8735960976493469	0.6228252364329582	9.932219406889002
525	2.640202436613188	0.25648138550678157	0.03689544520186862
525	2.747700304885521	0.11024724251710302	0.08602533113371076
525	2.7554460027614622	0.09719045650950527	0.07309526281473588
526	1.5030911188364977	0.6180545672934532	0.9046494147107663
527	1.3407998728649753	0.6319145688700555	0.31682790249325105
531	1.5589686017324669	0.42689077481154225	0.20402517062616057
538	2.5659651849769625	0.0061032112855894435	0.016248040315589588
541	1.192502654423392	0.0022488652366863733	0.05537116182746125
544	1.241193283496776	0.042229716766411074	0.011451182078813897
548	1.9365722023917293	0.0002037008555435918	0.05360997135087876
549	1.426455873771095	15.130299908047297	1.17438372657669
554	1.65572456594779	3.834868774286479	0.5414612115870624
557	0.9326793934386369	1.9758780581742552	5.17063266984668
557	1.9489033691800728	0.18616697562043621	0.9381003495219244
557	1.3926023581744602	0.6744602582557435	1.8275258210490737
